"","Team1","Team2","Goal_Team_1","Goal_Team_2","Hasil"
"827","Galatasaray","Schalke 04",1,1,"Imbang"
"828","Schalke 04","Galatasaray",2,3,"Team 2 Menang"
"829","Valencia","Paris S-G",1,2,"Team 2 Menang"
"830","Paris S-G","Valencia",1,1,"Imbang"
"831","Chelsea","Bayern Munich",1,1,"Imbang"
"832","Bayern Munich","Real Madrid",2,1,"Team 1 Menang"
"833","Real Madrid","Bayern Munich",2,1,"Team 1 Menang"
"834","Chelsea","Barcelona",1,0,"Team 1 Menang"
"835","Barcelona","Chelsea",2,2,"Imbang"
"836","Marseille","Bayern Munich",0,2,"Team 2 Menang"
"837","Bayern Munich","Marseille",2,0,"Team 1 Menang"
"838","Milan","Barcelona",0,0,"Imbang"
"839","Barcelona","Milan",3,1,"Team 1 Menang"
"840","APOEL FC","Real Madrid",0,3,"Team 2 Menang"
"841","Real Madrid","APOEL FC",5,2,"Team 1 Menang"
"842","Benfica","Chelsea",0,1,"Team 2 Menang"
"843","Chelsea","Benfica",2,1,"Team 1 Menang"
"844","Basel","Bayern Munich",1,0,"Team 1 Menang"
"845","Bayern Munich","Basel",7,0,"Team 1 Menang"
"846","Milan","Arsenal",4,0,"Team 1 Menang"
"847","Arsenal","Milan",3,0,"Team 1 Menang"
"848","Leverkusen","Barcelona",1,3,"Team 2 Menang"
"849","Barcelona","Leverkusen",7,1,"Team 1 Menang"
"850","CSKA Moscow","Real Madrid",1,1,"Imbang"
"851","Real Madrid","CSKA Moscow",4,1,"Team 1 Menang"
"852","Marseille","Inter",1,0,"Team 1 Menang"
"853","Inter","Marseille",2,1,"Team 1 Menang"
"854","Zenit","Benfica",3,2,"Team 1 Menang"
"855","Benfica","Zenit",2,0,"Team 1 Menang"
"856","Napoli","Chelsea",3,1,"Team 1 Menang"
"857","Chelsea","Napoli",4,1,"Team 1 Menang"
"858","Lyon","APOEL FC",1,0,"Team 1 Menang"
"859","APOEL FC","Lyon",1,0,"Team 1 Menang"
"860","Barcelona","Manchester Utd",3,1,"Team 1 Menang"
"861","Schalke 04","Manchester Utd",0,2,"Team 2 Menang"
"862","Manchester Utd","Schalke 04",4,1,"Team 1 Menang"
"863","Real Madrid","Barcelona",0,2,"Team 2 Menang"
"864","Barcelona","Real Madrid",1,1,"Imbang"
"865","Chelsea","Manchester Utd",0,1,"Team 2 Menang"
"866","Manchester Utd","Chelsea",2,1,"Team 1 Menang"
"867","Barcelona","Shakhtar",5,1,"Team 1 Menang"
"868","Shakhtar","Barcelona",0,1,"Team 2 Menang"
"869","Real Madrid","Tottenham",4,0,"Team 1 Menang"
"870","Tottenham","Real Madrid",0,1,"Team 2 Menang"
"871","Inter","Schalke 04",2,5,"Team 2 Menang"
"872","Schalke 04","Inter",2,1,"Team 1 Menang"
"873","Inter","Bayern Munich",0,1,"Team 2 Menang"
"874","Bayern Munich","Inter",2,3,"Team 2 Menang"
"875","FC Copenhagen","Chelsea",0,2,"Team 2 Menang"
"876","Chelsea","FC Copenhagen",0,0,"Imbang"
"877","Arsenal","Barcelona",2,1,"Team 1 Menang"
"878","Barcelona","Arsenal",3,1,"Team 1 Menang"
"879","Marseille","Manchester Utd",0,0,"Imbang"
"880","Manchester Utd","Marseille",2,1,"Team 1 Menang"
"881","Milan","Tottenham",0,1,"Team 2 Menang"
"882","Tottenham","Milan",0,0,"Imbang"
"883","Lyon","Real Madrid",1,1,"Imbang"
"884","Real Madrid","Lyon",3,0,"Team 1 Menang"
"885","Valencia","Schalke 04",1,1,"Imbang"
"886","Schalke 04","Valencia",3,1,"Team 1 Menang"
"887","Roma","Shakhtar",2,3,"Team 2 Menang"
"888","Shakhtar","Roma",3,0,"Team 1 Menang"
"889","Inter","Bayern Munich",2,0,"Team 1 Menang"
"890","Bayern Munich","Lyon",1,0,"Team 1 Menang"
"891","Lyon","Bayern Munich",0,3,"Team 2 Menang"
"892","Inter","Barcelona",3,1,"Team 1 Menang"
"893","Barcelona","Inter",1,0,"Team 1 Menang"
"894","Bayern Munich","Manchester Utd",2,1,"Team 1 Menang"
"895","Manchester Utd","Bayern Munich",3,2,"Team 1 Menang"
"896","Lyon","Bordeaux",3,1,"Team 1 Menang"
"897","Bordeaux","Lyon",1,0,"Team 1 Menang"
"898","Arsenal","Barcelona",2,2,"Imbang"
"899","Barcelona","Arsenal",4,1,"Team 1 Menang"
"900","Inter","CSKA Moscow",1,0,"Team 1 Menang"
"901","CSKA Moscow","Inter",0,1,"Team 2 Menang"
"902","Bayern Munich","Fiorentina",2,1,"Team 1 Menang"
"903","Fiorentina","Bayern Munich",3,2,"Team 1 Menang"
"904","Olympiacos","Bordeaux",0,1,"Team 2 Menang"
"905","Bordeaux","Olympiacos",2,1,"Team 1 Menang"
"906","Porto","Arsenal",2,1,"Team 1 Menang"
"907","Arsenal","Porto",5,0,"Team 1 Menang"
"908","Milan","Manchester Utd",2,3,"Team 2 Menang"
"909","Manchester Utd","Milan",4,0,"Team 1 Menang"
"910","Stuttgart","Barcelona",1,1,"Imbang"
"911","Barcelona","Stuttgart",4,0,"Team 1 Menang"
"912","Lyon","Real Madrid",1,0,"Team 1 Menang"
"913","Real Madrid","Lyon",1,1,"Imbang"
"914","CSKA Moscow","Sevilla",1,1,"Imbang"
"915","Sevilla","CSKA Moscow",1,2,"Team 2 Menang"
"916","Inter","Chelsea",2,1,"Team 1 Menang"
"917","Chelsea","Inter",0,1,"Team 2 Menang"
"918","Barcelona","Manchester Utd",2,0,"Team 1 Menang"
"919","Manchester Utd","Arsenal",1,0,"Team 1 Menang"
"920","Arsenal","Manchester Utd",1,3,"Team 2 Menang"
"921","Barcelona","Chelsea",0,0,"Imbang"
"922","Chelsea","Barcelona",1,1,"Imbang"
"923","Barcelona","Bayern Munich",4,0,"Team 1 Menang"
"924","Bayern Munich","Barcelona",1,1,"Imbang"
"925","Villarreal","Arsenal",1,1,"Imbang"
"926","Arsenal","Villarreal",3,0,"Team 1 Menang"
"927","Manchester Utd","Porto",2,2,"Imbang"
"928","Porto","Manchester Utd",0,1,"Team 2 Menang"
"929","Liverpool","Chelsea",1,3,"Team 2 Menang"
"930","Chelsea","Liverpool",4,4,"Imbang"
"931","Sporting CP","Bayern Munich",0,5,"Team 2 Menang"
"932","Bayern Munich","Sporting CP",7,1,"Team 1 Menang"
"933","Arsenal","Roma",1,0,"Team 1 Menang"
"934","Roma","Arsenal",1,0,"Team 1 Menang"
"935","Inter","Manchester Utd",0,0,"Imbang"
"936","Manchester Utd","Inter",2,0,"Team 1 Menang"
"937","Lyon","Barcelona",1,1,"Imbang"
"938","Barcelona","Lyon",5,2,"Team 1 Menang"
"939","Villarreal","Panathinaikos",1,1,"Imbang"
"940","Panathinaikos","Villarreal",1,2,"Team 2 Menang"
"941","Real Madrid","Liverpool",0,1,"Team 2 Menang"
"942","Liverpool","Real Madrid",4,0,"Team 1 Menang"
"943","Atlético Madrid","Porto",2,2,"Imbang"
"944","Porto","Atlético Madrid",0,0,"Imbang"
"945","Chelsea","Juventus",1,0,"Team 1 Menang"
"946","Juventus","Chelsea",2,2,"Imbang"
"947","Manchester Utd","Chelsea",1,1,"Imbang"
"948","Barcelona","Manchester Utd",0,0,"Imbang"
"949","Manchester Utd","Barcelona",1,0,"Team 1 Menang"
"950","Liverpool","Chelsea",1,1,"Imbang"
"951","Chelsea","Liverpool",3,2,"Team 1 Menang"
"952","Arsenal","Liverpool",1,1,"Imbang"
"953","Liverpool","Arsenal",4,2,"Team 1 Menang"
"954","Roma","Manchester Utd",0,2,"Team 2 Menang"
"955","Manchester Utd","Roma",1,0,"Team 1 Menang"
"956","Schalke 04","Barcelona",0,1,"Team 2 Menang"
"957","Barcelona","Schalke 04",1,0,"Team 1 Menang"
"958","Fenerbahçe","Chelsea",2,1,"Team 1 Menang"
"959","Chelsea","Fenerbahçe",2,0,"Team 1 Menang"
"960","Arsenal","Milan",0,0,"Imbang"
"961","Milan","Arsenal",0,2,"Team 2 Menang"
"962","Lyon","Manchester Utd",1,1,"Imbang"
"963","Manchester Utd","Lyon",1,0,"Team 1 Menang"
"964","Celtic","Barcelona",2,3,"Team 2 Menang"
"965","Barcelona","Celtic",1,0,"Team 1 Menang"
"966","Olympiacos","Chelsea",0,0,"Imbang"
"967","Chelsea","Olympiacos",3,0,"Team 1 Menang"
"968","Roma","Real Madrid",2,1,"Team 1 Menang"
"969","Real Madrid","Roma",1,2,"Team 2 Menang"
"970","Schalke 04","Porto",1,0,"Team 1 Menang"
"971","Porto","Schalke 04",1,0,"Team 1 Menang"
"972","Liverpool","Inter",2,0,"Team 1 Menang"
"973","Inter","Liverpool",0,1,"Team 2 Menang"
"974","Fenerbahçe","Sevilla",3,2,"Team 1 Menang"
"975","Sevilla","Fenerbahçe",3,2,"Team 1 Menang"
"976","Milan","Liverpool",2,1,"Team 1 Menang"
"977","Manchester Utd","Milan",3,2,"Team 1 Menang"
"978","Milan","Manchester Utd",3,0,"Team 1 Menang"
"979","Chelsea","Liverpool",1,0,"Team 1 Menang"
"980","Liverpool","Chelsea",1,0,"Team 1 Menang"
"981","Milan","Bayern Munich",2,2,"Imbang"
"982","Bayern Munich","Milan",0,2,"Team 2 Menang"
"983","Roma","Manchester Utd",2,1,"Team 1 Menang"
"984","Manchester Utd","Roma",7,1,"Team 1 Menang"
"985","PSV Eindhoven","Liverpool",0,3,"Team 2 Menang"
"986","Liverpool","PSV Eindhoven",1,0,"Team 1 Menang"
"987","Chelsea","Valencia",1,1,"Imbang"
"988","Valencia","Chelsea",1,2,"Team 2 Menang"
"989","Real Madrid","Bayern Munich",3,2,"Team 1 Menang"
"990","Bayern Munich","Real Madrid",2,1,"Team 1 Menang"
"991","PSV Eindhoven","Arsenal",1,0,"Team 1 Menang"
"992","Arsenal","PSV Eindhoven",1,1,"Imbang"
"993","Lille","Manchester Utd",0,1,"Team 2 Menang"
"994","Manchester Utd","Lille",1,0,"Team 1 Menang"
"995","Barcelona","Liverpool",1,2,"Team 2 Menang"
"996","Liverpool","Barcelona",0,1,"Team 2 Menang"
"997","Porto","Chelsea",1,1,"Imbang"
"998","Chelsea","Porto",2,1,"Team 1 Menang"
"999","Celtic","Milan",0,0,"Imbang"
"1000","Milan","Celtic",1,0,"Team 1 Menang"
"1001","Roma","Lyon",0,0,"Imbang"
"1002","Lyon","Roma",0,2,"Team 2 Menang"
"1003","Inter","Valencia",2,2,"Imbang"
"1004","Valencia","Inter",0,0,"Imbang"
"1005","Barcelona","Arsenal",2,1,"Team 1 Menang"
"1006","Arsenal","Villarreal",1,0,"Team 1 Menang"
"1007","Villarreal","Arsenal",0,0,"Imbang"
"1008","Milan","Barcelona",0,1,"Team 2 Menang"
"1009","Barcelona","Milan",0,0,"Imbang"
"1010","Arsenal","Juventus",2,0,"Team 1 Menang"
"1011","Juventus","Arsenal",0,0,"Imbang"
"1012","Benfica","Barcelona",0,0,"Imbang"
"1013","Barcelona","Benfica",2,0,"Team 1 Menang"
"1014","Inter","Villarreal",2,1,"Team 1 Menang"
"1015","Villarreal","Inter",1,0,"Team 1 Menang"
"1016","Lyon","Milan",0,0,"Imbang"
"1017","Milan","Lyon",3,1,"Team 1 Menang"
"1018","Bayern Munich","Milan",1,1,"Imbang"
"1019","Milan","Bayern Munich",4,1,"Team 1 Menang"
"1020","Real Madrid","Arsenal",0,1,"Team 2 Menang"
"1021","Arsenal","Real Madrid",0,0,"Imbang"
"1022","Ajax","Inter",2,2,"Imbang"
"1023","Inter","Ajax",1,0,"Team 1 Menang"
"1024","Chelsea","Barcelona",1,2,"Team 2 Menang"
"1025","Barcelona","Chelsea",1,1,"Imbang"
"1026","Rangers","Villarreal",2,2,"Imbang"
"1027","Villarreal","Rangers",1,1,"Imbang"
"1028","Werder Bremen","Juventus",3,2,"Team 1 Menang"
"1029","Juventus","Werder Bremen",2,1,"Team 1 Menang"
"1030","Benfica","Liverpool",1,0,"Team 1 Menang"
"1031","Liverpool","Benfica",0,2,"Team 2 Menang"
"1032","PSV Eindhoven","Lyon",0,1,"Team 2 Menang"
"1033","Lyon","PSV Eindhoven",4,0,"Team 1 Menang"
"1034","Liverpool","Milan",3,3,"Imbang"
"1035","Chelsea","Liverpool",0,0,"Imbang"
"1036","Liverpool","Chelsea",1,0,"Team 1 Menang"
"1037","Milan","PSV Eindhoven",2,0,"Team 1 Menang"
"1038","PSV Eindhoven","Milan",3,1,"Team 1 Menang"
"1039","Chelsea","Bayern Munich",4,2,"Team 1 Menang"
"1040","Bayern Munich","Chelsea",3,2,"Team 1 Menang"
"1041","Liverpool","Juventus",2,1,"Team 1 Menang"
"1042","Juventus","Liverpool",0,0,"Imbang"
"1043","Lyon","PSV Eindhoven",1,1,"Imbang"
"1044","PSV Eindhoven","Lyon",1,1,"Imbang"
"1045","Milan","Inter",2,0,"Team 1 Menang"
"1046","Inter","Milan",0,3,"Team 2 Menang"
"1047","Bayern Munich","Arsenal",3,1,"Team 1 Menang"
"1048","Arsenal","Bayern Munich",1,0,"Team 1 Menang"
"1049","Manchester Utd","Milan",0,1,"Team 2 Menang"
"1050","Milan","Manchester Utd",1,0,"Team 1 Menang"
"1051","Barcelona","Chelsea",2,1,"Team 1 Menang"
"1052","Chelsea","Barcelona",4,2,"Team 1 Menang"
"1053","Real Madrid","Juventus",1,0,"Team 1 Menang"
"1054","Juventus","Real Madrid",2,0,"Team 1 Menang"
"1055","Porto","Inter",1,1,"Imbang"
"1056","Inter","Porto",3,1,"Team 1 Menang"
"1057","Werder Bremen","Lyon",0,3,"Team 2 Menang"
"1058","Lyon","Werder Bremen",7,2,"Team 1 Menang"
"1059","Liverpool","Leverkusen",3,1,"Team 1 Menang"
"1060","Leverkusen","Liverpool",1,3,"Team 2 Menang"
"1061","PSV Eindhoven","Monaco",1,0,"Team 1 Menang"
"1062","Monaco","PSV Eindhoven",0,2,"Team 2 Menang"
"1063","Porto","Monaco",3,0,"Team 1 Menang"
"1064","Porto","La Coruña",0,0,"Imbang"
"1065","La Coruña","Porto",0,1,"Team 2 Menang"
"1066","Monaco","Chelsea",3,1,"Team 1 Menang"
"1067","Chelsea","Monaco",2,2,"Imbang"
"1068","Chelsea","Arsenal",1,1,"Imbang"
"1069","Arsenal","Chelsea",1,2,"Team 2 Menang"
"1070","Milan","La Coruña",4,1,"Team 1 Menang"
"1071","La Coruña","Milan",4,0,"Team 1 Menang"
"1072","Real Madrid","Monaco",4,2,"Team 1 Menang"
"1073","Monaco","Real Madrid",3,1,"Team 1 Menang"
"1074","Porto","Lyon",2,0,"Team 1 Menang"
"1075","Lyon","Porto",2,2,"Imbang"
"1076","Bayern Munich","Real Madrid",1,1,"Imbang"
"1077","Real Madrid","Bayern Munich",1,0,"Team 1 Menang"
"1078","Celta Vigo","Arsenal",2,3,"Team 2 Menang"
"1079","Arsenal","Celta Vigo",2,0,"Team 1 Menang"
"1080","Porto","Manchester Utd",2,1,"Team 1 Menang"
"1081","Manchester Utd","Porto",1,1,"Imbang"
"1082","La Coruña","Juventus",1,0,"Team 1 Menang"
"1083","Juventus","La Coruña",0,1,"Team 2 Menang"
"1084","Stuttgart","Chelsea",0,1,"Team 2 Menang"
"1085","Chelsea","Stuttgart",0,0,"Imbang"
"1086","Loko Moscow","Monaco",2,1,"Team 1 Menang"
"1087","Monaco","Loko Moscow",1,0,"Team 1 Menang"
"1088","Real Sociedad","Lyon",0,1,"Team 2 Menang"
"1089","Lyon","Real Sociedad",1,0,"Team 1 Menang"
"1090","Sparta Prague","Milan",0,0,"Imbang"
"1091","Milan","Sparta Prague",4,1,"Team 1 Menang"
"1092","Milan","Juventus",0,0,"Imbang"
"1093","Real Madrid","Juventus",2,1,"Team 1 Menang"
"1094","Juventus","Real Madrid",3,1,"Team 1 Menang"
"1095","Milan","Inter",0,0,"Imbang"
"1096","Inter","Milan",1,1,"Imbang"
"1097","Real Madrid","Manchester Utd",3,1,"Team 1 Menang"
"1098","Manchester Utd","Real Madrid",4,3,"Team 1 Menang"
"1099","Ajax","Milan",0,0,"Imbang"
"1100","Milan","Ajax",3,2,"Team 1 Menang"
"1101","Juventus","Barcelona",1,1,"Imbang"
"1102","Barcelona","Juventus",1,2,"Team 2 Menang"
"1103","Inter","Valencia",1,0,"Team 1 Menang"
"1104","Valencia","Inter",2,1,"Team 1 Menang"
"1105","Real Madrid","Liverpool",1,0,"Team 1 Menang"
"1106","Liverpool","Villarreal",2,0,"Team 1 Menang"
"1107","Villarreal","Liverpool",2,3,"Team 2 Menang"
"1108","Manchester City","Real Madrid",4,3,"Team 1 Menang"
"1109","Real Madrid","Manchester City",3,1,"Team 1 Menang"
"1110","Villarreal","Bayern Munich",1,0,"Team 1 Menang"
"1111","Bayern Munich","Villarreal",1,1,"Imbang"
"1112","Chelsea","Real Madrid",1,3,"Team 2 Menang"
"1113","Real Madrid","Chelsea",2,3,"Team 2 Menang"
"1114","Benfica","Liverpool",1,3,"Team 2 Menang"
"1115","Liverpool","Benfica",3,3,"Imbang"
"1116","Manchester City","Atlético Madrid",1,0,"Team 1 Menang"
"1117","Atlético Madrid","Manchester City",0,0,"Imbang"
"1118","RB Salzburg","Bayern Munich",1,1,"Imbang"
"1119","Bayern Munich","RB Salzburg",7,1,"Team 1 Menang"
"1120","Sporting CP","Manchester City",0,5,"Team 2 Menang"
"1121","Manchester City","Sporting CP",0,0,"Imbang"
"1122","Atlético Madrid","Manchester Utd",1,1,"Imbang"
"1123","Manchester Utd","Atlético Madrid",0,1,"Team 2 Menang"
"1124","Benfica","Ajax",2,2,"Imbang"
"1125","Ajax","Benfica",0,1,"Team 2 Menang"
"1126","Villarreal","Juventus",1,1,"Imbang"
"1127","Juventus","Villarreal",0,3,"Team 2 Menang"
"1128","Paris S-G","Real Madrid",1,0,"Team 1 Menang"
"1129","Real Madrid","Paris S-G",3,1,"Team 1 Menang"
"1130","Inter","Liverpool",0,2,"Team 2 Menang"
"1131","Liverpool","Inter",0,1,"Team 2 Menang"
"1132","Chelsea","Lille",2,0,"Team 1 Menang"
"1133","Lille","Chelsea",1,2,"Team 2 Menang"
"1134","Chelsea","Manchester City",1,0,"Team 1 Menang"
"1135","Real Madrid","Chelsea",1,1,"Imbang"
"1136","Chelsea","Real Madrid",2,0,"Team 1 Menang"
"1137","Paris S-G","Manchester City",1,2,"Team 2 Menang"
"1138","Manchester City","Paris S-G",2,0,"Team 1 Menang"
"1139","Bayern Munich","Paris S-G",2,3,"Team 2 Menang"
"1140","Paris S-G","Bayern Munich",0,1,"Team 2 Menang"
"1141","Real Madrid","Liverpool",3,1,"Team 1 Menang"
"1142","Liverpool","Real Madrid",0,0,"Imbang"
"1143","Porto","Chelsea",0,2,"Team 2 Menang"
"1144","Chelsea","Porto",0,1,"Team 2 Menang"
"1145","Manchester City","Dortmund",2,1,"Team 1 Menang"
"1146","Dortmund","Manchester City",1,2,"Team 2 Menang"
"1147","Lazio","Bayern Munich",1,4,"Team 2 Menang"
"1148","Bayern Munich","Lazio",2,1,"Team 1 Menang"
"1149","Barcelona","Paris S-G",1,4,"Team 2 Menang"
"1150","Paris S-G","Barcelona",1,1,"Imbang"
"1151","M'Gladbach","Manchester City",0,2,"Team 2 Menang"
"1152","Manchester City","M'Gladbach",2,0,"Team 1 Menang"
"1153","Atalanta","Real Madrid",0,1,"Team 2 Menang"
"1154","Real Madrid","Atalanta",3,1,"Team 1 Menang"
"1155","Porto","Juventus",2,1,"Team 1 Menang"
"1156","Juventus","Porto",3,2,"Team 1 Menang"
"1157","RB Leipzig","Liverpool",0,2,"Team 2 Menang"
"1158","Liverpool","RB Leipzig",2,0,"Team 1 Menang"
"1159","Sevilla","Dortmund",2,3,"Team 2 Menang"
"1160","Dortmund","Sevilla",2,2,"Imbang"
"1161","Atlético Madrid","Chelsea",0,1,"Team 2 Menang"
"1162","Chelsea","Atlético Madrid",2,0,"Team 1 Menang"
"1163","Bayern Munich","Paris S-G",1,0,"Team 1 Menang"
"1164","Chelsea","Bayern Munich",0,3,"Team 2 Menang"
"1165","Bayern Munich","Chelsea",4,1,"Team 1 Menang"
"1166","Napoli","Barcelona",1,1,"Imbang"
"1167","Barcelona","Napoli",3,1,"Team 1 Menang"
"1168","Tottenham","RB Leipzig",0,1,"Team 2 Menang"
"1169","RB Leipzig","Tottenham",3,0,"Team 1 Menang"
"1170","Real Madrid","Manchester City",1,2,"Team 2 Menang"
"1171","Manchester City","Real Madrid",2,1,"Team 1 Menang"
"1172","Atlético Madrid","Liverpool",1,0,"Team 1 Menang"
"1173","Liverpool","Atlético Madrid",2,3,"Team 2 Menang"
"1174","Atalanta","Valencia",4,1,"Team 1 Menang"
"1175","Valencia","Atalanta",3,4,"Team 2 Menang"
"1176","Dortmund","Paris S-G",2,1,"Team 1 Menang"
"1177","Paris S-G","Dortmund",2,0,"Team 1 Menang"
"1178","Lyon","Juventus",1,0,"Team 1 Menang"
"1179","Juventus","Lyon",2,1,"Team 1 Menang"
"1180","Liverpool","Tottenham",2,0,"Team 1 Menang"
"1181","Tottenham","Ajax",0,1,"Team 2 Menang"
"1182","Ajax","Tottenham",2,3,"Team 2 Menang"
"1183","Barcelona","Liverpool",3,0,"Team 1 Menang"
"1184","Liverpool","Barcelona",4,0,"Team 1 Menang"
"1185","Manchester Utd","Barcelona",0,1,"Team 2 Menang"
"1186","Barcelona","Manchester Utd",3,0,"Team 1 Menang"
"1187","Ajax","Juventus",1,1,"Imbang"
"1188","Juventus","Ajax",1,2,"Team 2 Menang"
"1189","Tottenham","Manchester City",1,0,"Team 1 Menang"
"1190","Manchester City","Tottenham",4,3,"Team 1 Menang"
"1191","Liverpool","Porto",2,0,"Team 1 Menang"
"1192","Porto","Liverpool",1,4,"Team 2 Menang"
"1193","Liverpool","Bayern Munich",0,0,"Imbang"
"1194","Bayern Munich","Liverpool",1,3,"Team 2 Menang"
"1195","Manchester Utd","Paris S-G",0,2,"Team 2 Menang"
"1196","Paris S-G","Manchester Utd",1,3,"Team 2 Menang"
"1197","Ajax","Real Madrid",1,2,"Team 2 Menang"
"1198","Real Madrid","Ajax",1,4,"Team 2 Menang"
"1199","Lyon","Barcelona",0,0,"Imbang"
"1200","Barcelona","Lyon",5,1,"Team 1 Menang"
"1201","Tottenham","Dortmund",3,0,"Team 1 Menang"
"1202","Dortmund","Tottenham",0,1,"Team 2 Menang"
"1203","Roma","Porto",2,1,"Team 1 Menang"
"1204","Porto","Roma",3,1,"Team 1 Menang"
"1205","Schalke 04","Manchester City",2,3,"Team 2 Menang"
"1206","Manchester City","Schalke 04",7,0,"Team 1 Menang"
"1207","Atlético Madrid","Juventus",2,0,"Team 1 Menang"
"1208","Juventus","Atlético Madrid",3,0,"Team 1 Menang"
"1209","Real Madrid","Liverpool",3,1,"Team 1 Menang"
"1210","Bayern Munich","Real Madrid",1,2,"Team 2 Menang"
"1211","Real Madrid","Bayern Munich",2,2,"Imbang"
"1212","Liverpool","Roma",5,2,"Team 1 Menang"
"1213","Roma","Liverpool",4,2,"Team 1 Menang"
"1214","Sevilla","Bayern Munich",1,2,"Team 2 Menang"
"1215","Bayern Munich","Sevilla",0,0,"Imbang"
"1216","Barcelona","Roma",4,1,"Team 1 Menang"
"1217","Roma","Barcelona",3,0,"Team 1 Menang"
"1218","Juventus","Real Madrid",0,3,"Team 2 Menang"
"1219","Real Madrid","Juventus",1,3,"Team 2 Menang"
"1220","Liverpool","Manchester City",3,0,"Team 1 Menang"
"1221","Manchester City","Liverpool",1,2,"Team 2 Menang"
"1222","Bayern Munich","Beşiktaş",5,0,"Team 1 Menang"
"1223","Beşiktaş","Bayern Munich",1,3,"Team 2 Menang"
"1224","Sevilla","Manchester Utd",0,0,"Imbang"
"1225","Manchester Utd","Sevilla",1,2,"Team 2 Menang"
"1226","Chelsea","Barcelona",1,1,"Imbang"
"1227","Barcelona","Chelsea",3,0,"Team 1 Menang"
"1228","Juventus","Tottenham",2,2,"Imbang"
"1229","Tottenham","Juventus",1,2,"Team 2 Menang"
"1230","Real Madrid","Paris S-G",3,1,"Team 1 Menang"
"1231","Paris S-G","Real Madrid",1,2,"Team 2 Menang"
"1232","Porto","Liverpool",0,5,"Team 2 Menang"
"1233","Liverpool","Porto",0,0,"Imbang"
"1234","Basel","Manchester City",0,4,"Team 2 Menang"
"1235","Manchester City","Basel",1,2,"Team 2 Menang"
"1236","Shakhtar","Roma",2,1,"Team 1 Menang"
"1237","Roma","Shakhtar",1,0,"Team 1 Menang"
"1238","Real Madrid","Juventus",4,1,"Team 1 Menang"
"1239","Real Madrid","Atlético Madrid",3,0,"Team 1 Menang"
"1240","Atlético Madrid","Real Madrid",2,1,"Team 1 Menang"
"1241","Monaco","Juventus",0,2,"Team 2 Menang"
"1242","Juventus","Monaco",2,1,"Team 1 Menang"
"1243","Bayern Munich","Real Madrid",1,2,"Team 2 Menang"
